plan_id,title,calories,tags,ingredients,instructions
468,turkey + barley + kale & broccoli,303,"Mediterranean, Plant-Based","turkey, barley, kale, broccoli, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
469,turkey + quinoa + spinach & broccoli,389,"Low Carb, Mediterranean","turkey, quinoa, spinach, broccoli, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the spinach and broccoli. Combine all and season with olive oil, salt, and pepper."
470,salmon + brown rice + kale & cauliflower,491,"Mediterranean, Low Carb","salmon, brown rice, kale, cauliflower, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
471,lentils + oats + spinach & broccoli,370,"Low Carb, Low Fat","lentils, oats, spinach, broccoli, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the spinach and broccoli. Combine all and season with olive oil, salt, and pepper."
472,chicken breast + brown rice + spinach & kale,406,"Plant-Based, Low Carb","chicken breast, brown rice, spinach, kale, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the spinach and kale. Combine all and season with olive oil, salt, and pepper."
473,salmon + sweet potato + bell peppers & cauliflower,471,"High Protein, Low Fat","salmon, sweet potato, bell peppers, cauliflower, olive oil, salt, pepper","Cook the salmon and sweet potato separately. Sauté the bell peppers and cauliflower. Combine all and season with olive oil, salt, and pepper."
474,chicken breast + whole wheat pasta + spinach & cauliflower,385,"Mediterranean, Low Fat","chicken breast, whole wheat pasta, spinach, cauliflower, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
475,tofu + brown rice + carrots & broccoli,469,"Low Carb, Low Fat","tofu, brown rice, carrots, broccoli, olive oil, salt, pepper","Cook the tofu and brown rice separately. Sauté the carrots and broccoli. Combine all and season with olive oil, salt, and pepper."
476,turkey + oats + kale & cauliflower,470,"Mediterranean, Low Fat","turkey, oats, kale, cauliflower, olive oil, salt, pepper","Cook the turkey and oats separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
477,shrimp + barley + bell peppers & broccoli,455,"Low Carb, High Protein","shrimp, barley, bell peppers, broccoli, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
478,shrimp + barley + spinach & broccoli,484,"Low Carb, High Protein","shrimp, barley, spinach, broccoli, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the spinach and broccoli. Combine all and season with olive oil, salt, and pepper."
479,lentils + whole wheat pasta + bell peppers & carrots,401,"Low Fat, Mediterranean","lentils, whole wheat pasta, bell peppers, carrots, olive oil, salt, pepper","Cook the lentils and whole wheat pasta separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
480,turkey + quinoa + broccoli & bell peppers,514,"Plant-Based, Low Fat","turkey, quinoa, broccoli, bell peppers, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
481,lentils + quinoa + cauliflower & carrots,534,"Low Carb, Low Fat","lentils, quinoa, cauliflower, carrots, olive oil, salt, pepper","Cook the lentils and quinoa separately. Sauté the cauliflower and carrots. Combine all and season with olive oil, salt, and pepper."
482,tofu + brown rice + kale & bell peppers,463,"Low Fat, Mediterranean","tofu, brown rice, kale, bell peppers, olive oil, salt, pepper","Cook the tofu and brown rice separately. Sauté the kale and bell peppers. Combine all and season with olive oil, salt, and pepper."
483,chicken breast + quinoa + kale & spinach,534,"Mediterranean, Low Fat","chicken breast, quinoa, kale, spinach, olive oil, salt, pepper","Cook the chicken breast and quinoa separately. Sauté the kale and spinach. Combine all and season with olive oil, salt, and pepper."
484,lentils + barley + broccoli & spinach,302,"Mediterranean, Low Fat","lentils, barley, broccoli, spinach, olive oil, salt, pepper","Cook the lentils and barley separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
485,tofu + sweet potato + kale & cauliflower,451,"Mediterranean, Low Fat","tofu, sweet potato, kale, cauliflower, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
486,salmon + brown rice + carrots & bell peppers,397,"Low Fat, Mediterranean","salmon, brown rice, carrots, bell peppers, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
487,chicken breast + barley + spinach & zucchini,475,"Low Carb, High Protein","chicken breast, barley, spinach, zucchini, olive oil, salt, pepper","Cook the chicken breast and barley separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
488,shrimp + quinoa + carrots & cauliflower,463,"Mediterranean, Low Fat","shrimp, quinoa, carrots, cauliflower, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the carrots and cauliflower. Combine all and season with olive oil, salt, and pepper."
489,turkey + sweet potato + cauliflower & bell peppers,424,"Low Carb, Plant-Based","turkey, sweet potato, cauliflower, bell peppers, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the cauliflower and bell peppers. Combine all and season with olive oil, salt, and pepper."
490,lentils + barley + broccoli & spinach,447,"Low Carb, High Protein","lentils, barley, broccoli, spinach, olive oil, salt, pepper","Cook the lentils and barley separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
491,tofu + brown rice + zucchini & cauliflower,546,"High Protein, Plant-Based","tofu, brown rice, zucchini, cauliflower, olive oil, salt, pepper","Cook the tofu and brown rice separately. Sauté the zucchini and cauliflower. Combine all and season with olive oil, salt, and pepper."
492,lentils + barley + spinach & carrots,303,"Plant-Based, Low Carb","lentils, barley, spinach, carrots, olive oil, salt, pepper","Cook the lentils and barley separately. Sauté the spinach and carrots. Combine all and season with olive oil, salt, and pepper."
493,eggs + oats + carrots & cauliflower,530,"Mediterranean, Plant-Based","eggs, oats, carrots, cauliflower, olive oil, salt, pepper","Cook the eggs and oats separately. Sauté the carrots and cauliflower. Combine all and season with olive oil, salt, and pepper."
494,salmon + oats + bell peppers & broccoli,492,"Mediterranean, High Protein","salmon, oats, bell peppers, broccoli, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
495,eggs + brown rice + carrots & spinach,315,"High Protein, Low Carb","eggs, brown rice, carrots, spinach, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the carrots and spinach. Combine all and season with olive oil, salt, and pepper."
496,lentils + brown rice + cauliflower & carrots,479,"Low Fat, Low Carb","lentils, brown rice, cauliflower, carrots, olive oil, salt, pepper","Cook the lentils and brown rice separately. Sauté the cauliflower and carrots. Combine all and season with olive oil, salt, and pepper."
497,eggs + sweet potato + broccoli & kale,456,"Low Carb, Low Fat","eggs, sweet potato, broccoli, kale, olive oil, salt, pepper","Cook the eggs and sweet potato separately. Sauté the broccoli and kale. Combine all and season with olive oil, salt, and pepper."
498,salmon + barley + cauliflower & zucchini,475,"High Protein, Low Fat","salmon, barley, cauliflower, zucchini, olive oil, salt, pepper","Cook the salmon and barley separately. Sauté the cauliflower and zucchini. Combine all and season with olive oil, salt, and pepper."
499,turkey + barley + bell peppers & carrots,360,"High Protein, Low Fat","turkey, barley, bell peppers, carrots, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
500,tofu + brown rice + bell peppers & carrots,406,"Low Fat, Mediterranean","tofu, brown rice, bell peppers, carrots, olive oil, salt, pepper","Cook the tofu and brown rice separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
